,promo_id,promo_name,promo_type,discount_value,start_date,end_date,applicable_category,promo_channel,stackable_flag,min_order_value
958,PROMO-0015-0959,Urban Blowout 2015,fixed,50.0,2015-07-30,2015-09-02,Streetwear,online,0,200000
959,PROMO-0025-0960,Urban Blowout 2017,fixed,50.0,2017-07-30,2017-09-02,Streetwear,online,0,150000
960,PROMO-0037-0961,Spring Sale 2020,percentage,12.0,2020-03-18,2020-04-17,all_category,online,0,0
961,PROMO-0028-0962,Mid-Year Sale 2018,percentage,18.0,2018-06-23,2018-07-22,all_category,social_media,0,150000
962,PROMO-0010-0963,Year-End Sale 2014,percentage,20.0,2014-11-19,2015-01-02,all_category,all_channels,0,100000
963,PROMO-0039-0964,Fall Launch 2020,percentage,10.0,2020-08-30,2020-10-01,all_category,all_channels,0,150000
964,PROMO-0017-0965,Spring Sale 2016,percentage,12.0,2016-03-18,2016-04-17,all_category,all_channels,0,0
965,PROMO-0039-0966,Fall Launch 2020,percentage,10.0,2020-08-30,2020-10-01,all_category,all_channels,0,150000
966,PROMO-0022-0967,Mid-Year Sale 2017,percentage,18.0,2017-06-23,2017-07-22,all_category,online,0,150000
967,PROMO-0026-0968,Rural Special 2017,percentage,15.0,2017-01-30,2017-03-01,Outdoor,in_store,0,0
968,PROMO-0044-0969,Year-End Sale 2021,percentage,20.0,2021-11-18,2022-01-02,all_category,all_channels,1,0
969,PROMO-0025-0970,Urban Blowout 2017,fixed,50.0,2017-07-30,2017-09-02,Streetwear,online,0,150000
970,PROMO-0017-0971,Spring Sale 2016,percentage,12.0,2016-03-18,2016-04-17,all_category,all_channels,0,0
971,PROMO-0013-0972,Fall Launch 2015,percentage,10.0,2015-08-30,2015-10-01,all_category,email,1,0
972,PROMO-0020-0973,Year-End Sale 2016,percentage,20.0,2016-11-18,2017-01-02,all_category,all_channels,0,0
973,PROMO-0025-0974,Urban Blowout 2017,fixed,50.0,2017-07-30,2017-09-02,Streetwear,online,0,150000
974,PROMO-0004-0975,Year-End Sale 2013,percentage,20.0,2013-11-18,2014-01-02,all_category,all_channels,0,50000
975,PROMO-0010-0976,Year-End Sale 2014,percentage,20.0,2014-11-19,2015-01-02,all_category,all_channels,0,100000
976,PROMO-0003-0977,Fall Launch 2013,percentage,10.0,2013-08-30,2013-10-02,all_category,email,0,0
977,PROMO-0041-0978,Spring Sale 2021,percentage,12.0,2021-03-18,2021-04-17,all_category,online,1,0
978,PROMO-0045-0979,Urban Blowout 2021,fixed,50.0,2021-07-30,2021-09-02,Streetwear,online,0,200000
979,PROMO-0018-0980,Mid-Year Sale 2016,percentage,18.0,2016-06-23,2016-07-22,all_category,online,0,0
980,PROMO-0047-0981,Spring Sale 2022,percentage,12.0,2022-03-18,2022-04-17,all_category,all_channels,1,0
981,PROMO-0036-0982,Rural Special 2019,percentage,15.0,2019-01-30,2019-03-01,Outdoor,in_store,1,150000
982,PROMO-0047-0983,Spring Sale 2022,percentage,12.0,2022-03-18,2022-04-17,all_category,all_channels,1,0
983,PROMO-0022-0984,Mid-Year Sale 2017,percentage,18.0,2017-06-23,2017-07-22,all_category,online,0,150000
984,PROMO-0034-0985,Year-End Sale 2019,percentage,20.0,2019-11-18,2020-01-02,all_category,all_channels,0,50000
985,PROMO-0047-0986,Spring Sale 2022,percentage,12.0,2022-03-18,2022-04-17,all_category,all_channels,1,0
986,PROMO-0008-0987,Mid-Year Sale 2014,percentage,18.0,2014-06-23,2014-07-22,all_category,social_media,0,0
987,PROMO-0040-0988,Year-End Sale 2020,percentage,20.0,2020-11-18,2021-01-01,all_category,all_channels,0,0
988,PROMO-0049-0989,Fall Launch 2022,percentage,10.0,2022-08-31,2022-10-01,all_category,all_channels,0,0
989,PROMO-0044-0990,Year-End Sale 2021,percentage,20.0,2021-11-18,2022-01-02,all_category,all_channels,1,0
990,PROMO-0019-0991,Fall Launch 2016,percentage,10.0,2016-08-30,2016-10-01,all_category,online,0,0
991,PROMO-0042-0992,Mid-Year Sale 2021,percentage,18.0,2021-06-23,2021-07-22,all_category,social_media,1,0
992,PROMO-0041-0993,Spring Sale 2021,percentage,12.0,2021-03-18,2021-04-17,all_category,online,1,0
993,PROMO-0037-0994,Spring Sale 2020,percentage,12.0,2020-03-18,2020-04-17,all_category,online,0,0
994,PROMO-0006-0995,Rural Special 2013,percentage,15.0,2013-01-31,2013-03-01,Outdoor,in_store,0,0
995,PROMO-0026-0996,Rural Special 2017,percentage,15.0,2017-01-30,2017-03-01,Outdoor,in_store,0,0
996,PROMO-0034-0997,Year-End Sale 2019,percentage,20.0,2019-11-18,2020-01-02,all_category,all_channels,0,50000
997,PROMO-0045-0998,Urban Blowout 2021,fixed,50.0,2021-07-30,2021-09-02,Streetwear,online,0,200000
998,PROMO-0006-0999,Rural Special 2013,percentage,15.0,2013-01-31,2013-03-01,Outdoor,in_store,0,0
999,PROMO-0037-1000,Spring Sale 2020,percentage,12.0,2020-03-18,2020-04-17,all_category,online,0,0
