return_id,return_date,return_reason,return_quantity,refund_amount,orders_enrichedorder_id,productsproduct_id
RET-000584,2012-08-19,defective,2,12985.01,9588,915
RET-000586,2012-08-17,wrong_size,2,4294.24,9618,1765
RET-000587,2012-08-23,wrong_size,4,4054.31,9623,1085
RET-000588,2012-08-21,wrong_size,4,3930.28,9623,1086
RET-000589,2012-09-02,wrong_size,3,18476.51,9632,915
RET-000591,2012-09-05,changed_mind,7,22625.84,9638,992
RET-000592,2012-08-22,defective,4,8404.33,9660,1182
RET-000593,2012-09-08,wrong_size,1,4149.54,9698,2026
RET-000594,2012-09-03,wrong_size,5,52096.94,9709,658
RET-000595,2012-08-19,not_as_described,1,1429.44,9716,2253
RET-000596,2012-08-25,not_as_described,1,644.11,9721,2255
RET-000598,2012-08-29,wrong_size,3,33549.18,9773,502
RET-000599,2012-09-09,wrong_size,3,27887.72,9774,580
RET-000600,2012-08-30,not_as_described,6,19309.1,9783,573
RET-000601,2012-08-21,wrong_size,3,33952.81,9801,472
RET-000604,2012-09-07,wrong_size,7,14623.37,9823,1182
RET-000605,2012-08-26,changed_mind,1,1105.97,9849,2396
RET-000606,2012-08-28,defective,1,5815.44,9887,915
RET-000607,2012-08-29,defective,1,10832.15,9891,634
RET-000608,2012-09-04,wrong_size,3,15490.2,9893,989
RET-000609,2012-09-06,changed_mind,2,3557.72,9894,981
RET-000610,2012-08-20,wrong_size,5,14859.49,9905,1017
RET-000613,2012-09-01,wrong_size,6,59622.03,9947,396
RET-000614,2012-08-21,changed_mind,1,1174.8,9958,725
RET-000615,2012-08-25,changed_mind,2,2715.95,9958,726
RET-000616,2012-08-27,defective,1,1270.04,9959,725
RET-000617,2012-08-21,wrong_size,3,3617.51,9959,726
RET-000618,2012-09-04,not_as_described,4,31705.22,9968,946
RET-000619,2012-09-03,defective,2,3058.12,9997,2252
RET-000620,2012-09-04,not_as_described,1,1475.38,9997,2253
RET-000621,2012-09-09,late_delivery,1,681.1,10004,785
RET-000622,2012-08-25,defective,1,10274.76,10005,472
RET-000623,2012-09-02,wrong_size,3,9803.99,10023,1978
RET-000624,2012-09-12,not_as_described,1,2827.26,10023,1979
RET-000625,2012-09-05,wrong_size,2,7035.25,10050,1435
RET-000626,2012-08-26,late_delivery,1,7120.75,10055,2331
RET-000627,2012-09-03,wrong_size,1,4224.9,10067,734
RET-000628,2012-08-30,wrong_size,1,2594.3,10071,2192
RET-000629,2012-09-06,changed_mind,5,45689.19,10075,437
RET-000630,2012-09-08,wrong_size,1,786.06,10095,2234
RET-000631,2012-08-30,wrong_size,4,2783.41,10095,2235
RET-000632,2012-08-28,changed_mind,1,7028.63,10106,2373
RET-000633,2012-08-23,changed_mind,1,7724.67,10116,954
RET-000634,2012-09-02,late_delivery,7,71277.7,10118,396
RET-000635,2012-08-26,defective,1,1871.91,10151,713
RET-000637,2012-08-26,wrong_size,1,6674.65,10174,2054
RET-000638,2012-09-09,wrong_size,4,2595.58,10179,2255
RET-000639,2012-09-04,not_as_described,6,6600.29,10211,767
RET-000640,2012-08-31,not_as_described,7,17774.45,10270,2222
RET-000641,2012-08-25,wrong_size,1,5238.89,10276,2332
RET-000642,2012-09-11,wrong_size,1,8228.41,10288,600
RET-000643,2012-09-12,defective,2,18849.3,10291,609
RET-000644,2012-09-06,defective,1,7274.66,10308,1139
RET-000645,2012-09-01,wrong_size,4,50338.22,10317,502
RET-000646,2012-09-01,wrong_size,2,16560.33,10356,946
RET-000647,2012-08-26,defective,2,21180.57,10402,499
RET-000648,2012-09-01,not_as_described,5,5889.83,10402,1005
RET-000650,2012-08-28,not_as_described,1,1334.12,10415,725
RET-000651,2012-08-25,defective,5,3922.89,10422,757
RET-000652,2012-09-09,defective,2,1567.56,10422,758
RET-000653,2012-08-28,defective,1,2003.93,10440,739
RET-000654,2012-08-31,wrong_size,5,10100.21,10440,740
RET-000658,2012-09-02,changed_mind,5,18464.15,10572,573
RET-000660,2012-09-04,wrong_size,2,7105.23,10596,606
RET-000662,2012-09-14,changed_mind,2,5291.44,10635,1966
RET-000663,2012-09-03,defective,1,2801.82,10635,1967
RET-000664,2012-09-10,changed_mind,2,3754.34,10644,1987
RET-000665,2012-09-05,changed_mind,4,2670.33,10659,785
RET-000666,2012-08-20,changed_mind,1,662.61,10659,786
RET-000667,2012-08-30,defective,2,22736.6,10691,493
RET-000668,2012-08-24,wrong_size,2,1699.09,10702,2407
RET-000669,2012-08-27,defective,1,1500.13,10717,1057
RET-000670,2012-08-28,late_delivery,3,12398.55,10760,1186
RET-000674,2012-09-01,defective,1,9847.85,10775,551
RET-000679,2012-09-13,changed_mind,1,10990.79,10817,93
RET-000681,2012-08-31,wrong_size,5,52055.81,10854,658
RET-000682,2012-09-10,wrong_size,1,3908.11,10866,733
RET-000683,2012-09-03,changed_mind,6,23044.53,10866,734
RET-000684,2012-09-19,not_as_described,2,2188.65,10893,1086
RET-000685,2012-08-31,wrong_size,2,1809.69,10900,2407
RET-000687,2012-09-11,wrong_size,1,1344.11,10933,2250
RET-000688,2012-08-30,wrong_size,2,2605.85,10933,2251
RET-000689,2012-09-14,wrong_size,1,10312.92,10937,635
RET-000690,2012-08-28,changed_mind,7,9788.62,10942,1057
RET-000691,2012-09-10,changed_mind,2,2969.24,10942,1058
RET-000692,2012-09-09,wrong_size,3,27489.89,10943,600
RET-000694,2012-09-04,defective,3,11594.24,10981,1480
RET-000695,2012-09-07,wrong_size,1,616.77,10989,785
RET-000696,2012-08-29,wrong_size,3,1976.92,10989,786
RET-000700,2012-09-06,defective,1,6592.78,11135,1201
RET-000701,2012-09-10,wrong_size,3,16881.89,11145,2070
RET-000702,2012-09-15,changed_mind,2,6141.29,11183,992
RET-000704,2012-09-03,defective,3,35427.0,11252,826
RET-000707,2012-09-05,defective,7,26797.27,11267,964
RET-000708,2012-09-01,wrong_size,1,1741.18,11277,981
RET-000709,2012-08-29,late_delivery,1,9071.08,11283,339
RET-000710,2012-08-29,not_as_described,1,1915.81,11291,1114
RET-000711,2012-09-11,not_as_described,5,17250.02,11315,1838
RET-000712,2012-08-30,not_as_described,3,25191.82,11351,1903
RET-000714,2012-09-08,late_delivery,2,1703.49,11355,758
RET-000715,2012-09-12,wrong_size,1,2389.95,11357,1818
RET-000716,2012-09-11,wrong_size,2,1583.39,11462,758
RET-000717,2012-08-31,wrong_size,1,4642.29,11464,631
RET-000720,2012-09-02,not_as_described,2,15866.05,11519,946
RET-000721,2012-09-03,wrong_size,7,40288.92,11540,936
RET-000722,2012-09-04,wrong_size,2,21634.68,11550,1041
RET-000725,2012-09-14,late_delivery,2,2996.24,11620,1836
RET-000726,2012-09-20,wrong_size,1,677.74,11638,785
RET-000727,2012-09-09,changed_mind,1,700.72,11638,786
RET-000728,2012-09-03,defective,1,8652.55,11642,676
RET-000729,2012-09-17,wrong_size,1,10192.14,11652,617
RET-000730,2012-09-13,changed_mind,2,7445.08,11691,964
RET-000731,2012-09-13,wrong_size,4,7457.76,11692,1182
RET-000732,2012-09-13,wrong_size,2,9344.05,11720,910
RET-000733,2012-09-04,changed_mind,1,1023.47,11795,2400
RET-000734,2012-09-10,defective,2,8194.18,11799,733
RET-000736,2012-09-18,wrong_size,6,68205.76,11825,658
RET-000737,2012-09-03,defective,4,39549.19,11836,609
RET-000738,2012-09-09,wrong_size,1,7885.74,11889,2374
RET-000740,2012-09-12,late_delivery,4,22172.27,11956,966
RET-000741,2012-08-29,wrong_size,2,11502.38,11984,687
RET-000742,2012-09-10,not_as_described,3,11257.13,11994,606
RET-000743,2012-09-08,defective,4,25199.91,11995,2054
RET-000745,2012-08-31,wrong_size,2,1305.71,12054,786
RET-000746,2012-09-04,not_as_described,1,8763.96,12058,339
RET-000747,2012-09-11,wrong_size,1,6390.51,12087,915
RET-000749,2012-08-30,wrong_size,1,1059.12,12146,2400
RET-000751,2012-08-30,not_as_described,6,19832.14,12223,2270
RET-000752,2012-09-08,defective,6,5962.56,12228,767
RET-000753,2012-09-16,wrong_size,5,5163.13,12228,768
RET-000754,2012-09-11,wrong_size,6,6630.71,12269,1000
RET-000755,2012-09-10,wrong_size,1,4770.24,12291,631
RET-000756,2012-09-08,not_as_described,8,41507.7,12305,1131
RET-000757,2012-09-03,changed_mind,2,12745.27,12312,915
RET-000758,2012-09-15,changed_mind,3,16283.25,12313,2343
RET-000759,2012-08-30,defective,3,40532.54,12330,502
RET-000760,2012-09-14,wrong_size,1,10254.29,12331,609
RET-000765,2012-09-06,defective,2,7185.68,12375,976
RET-000766,2012-09-14,changed_mind,2,14874.48,12381,954
RET-000767,2012-09-05,wrong_size,1,7037.6,12498,2331
RET-000768,2012-09-13,wrong_size,3,3302.98,12605,768
RET-000769,2012-09-16,not_as_described,1,1036.77,12627,2240
RET-000770,2012-09-14,not_as_described,1,963.07,12627,2241
RET-000771,2012-09-09,wrong_size,1,5264.61,12634,36
RET-000772,2012-09-04,defective,4,14951.92,12700,1436
RET-000773,2012-09-20,defective,5,25700.43,12702,2332
RET-000774,2012-09-15,late_delivery,4,31430.51,12725,946
RET-000776,2012-08-29,changed_mind,3,2974.91,12739,2240
RET-000781,2012-09-20,wrong_size,2,19309.5,12750,445
RET-000782,2012-09-17,defective,2,19743.55,12757,566
RET-000783,2012-09-04,late_delivery,4,16185.05,12789,733
RET-000784,2012-09-15,wrong_size,1,4104.03,12789,734
RET-000786,2012-09-14,not_as_described,3,3282.07,12814,1000
RET-000787,2012-09-22,late_delivery,1,1597.2,12816,2252
RET-000788,2012-09-10,wrong_size,2,3190.9,12816,2253
RET-000789,2012-09-05,changed_mind,7,50743.57,12828,2331
RET-000790,2012-09-05,not_as_described,5,3029.3,12833,786
RET-000791,2012-09-07,late_delivery,2,7698.59,12848,2388
RET-000792,2012-09-13,wrong_size,2,11223.33,12852,2332
RET-000793,2012-09-19,wrong_size,2,15333.3,12860,559
RET-000794,2012-09-07,late_delivery,2,10361.16,12888,687
RET-000795,2012-09-18,wrong_size,2,7350.39,12891,734
RET-000796,2012-09-09,late_delivery,1,6596.53,12929,559
RET-000797,2012-09-09,wrong_size,1,1141.83,12932,726
RET-000798,2012-09-15,not_as_described,5,16962.09,12972,992
RET-000799,2012-09-12,changed_mind,2,10766.78,12977,2057
RET-000800,2012-09-17,late_delivery,2,6743.27,12986,730
RET-000801,2012-09-15,wrong_size,1,3007.42,12989,1947
RET-000802,2012-09-13,late_delivery,1,5478.9,12994,2045
RET-000803,2012-09-11,changed_mind,4,16481.49,13026,733
RET-000806,2012-09-16,wrong_size,3,3070.37,13040,1085
RET-000807,2012-09-23,not_as_described,1,1147.32,13040,1086
RET-000808,2012-09-02,wrong_size,3,3954.98,13043,1943
RET-000809,2012-09-15,defective,3,2097.71,13046,785
RET-000810,2012-09-08,changed_mind,1,675.71,13046,786
RET-000811,2012-09-11,wrong_size,1,1040.78,13098,1085
RET-000812,2012-09-02,defective,6,6903.09,13098,1086
RET-000813,2012-09-18,wrong_size,2,1245.54,13135,785
RET-000814,2012-09-12,wrong_size,1,641.76,13135,786
RET-000815,2012-09-19,defective,1,7753.11,13144,946
RET-000816,2012-09-24,defective,2,17914.79,13146,437
RET-000817,2012-09-07,wrong_size,1,3650.96,13160,1227
RET-000818,2012-09-11,wrong_size,1,3271.56,13213,992
RET-000819,2012-09-14,not_as_described,7,12418.06,13225,2280
RET-000820,2012-09-09,wrong_size,4,3981.31,13226,2240
RET-000821,2012-09-14,wrong_size,2,1882.51,13226,2241
RET-000822,2012-09-04,not_as_described,7,19915.65,13240,1076
RET-000824,2012-09-12,changed_mind,3,12832.53,13254,2352
RET-000825,2012-09-13,wrong_size,1,6361.99,13262,2064
RET-000826,2012-09-07,wrong_size,1,3469.39,13264,2284
RET-000827,2012-09-27,changed_mind,6,6308.57,13277,1085
RET-000828,2012-09-18,wrong_size,7,7830.79,13277,1086
RET-000829,2012-09-21,changed_mind,1,795.19,13284,758
RET-000830,2012-09-10,changed_mind,1,4300.01,13302,1298
RET-000831,2012-09-17,changed_mind,1,7517.73,13312,2384
RET-000833,2012-09-19,wrong_size,3,30973.28,13340,671
RET-000834,2012-09-15,not_as_described,1,9939.14,13356,499
RET-000835,2012-09-21,wrong_size,1,2752.62,13372,1123
RET-000839,2012-09-22,defective,1,4055.67,13398,2071
RET-000840,2012-09-17,changed_mind,3,5134.94,13460,2280
RET-000841,2012-09-15,wrong_size,1,1038.17,13482,1000
RET-000844,2012-09-19,defective,3,8598.3,13510,512
RET-000848,2012-09-09,not_as_described,1,1386.95,13591,2253
RET-000851,2012-09-17,wrong_size,2,7458.15,13639,733
RET-000852,2012-09-18,defective,3,12038.29,13639,734
RET-000853,2012-09-26,late_delivery,1,7060.37,13700,895
RET-000854,2012-09-10,wrong_size,4,20519.62,13700,2046
RET-000857,2012-09-11,late_delivery,1,6879.5,13738,2331
RET-000858,2012-09-13,wrong_size,4,25087.86,13744,2064
RET-000859,2012-09-24,wrong_size,1,3314.52,13783,770
RET-000860,2012-09-25,changed_mind,2,2181.21,13783,1000
RET-000861,2012-09-18,not_as_described,1,978.03,13808,1085
RET-000864,2012-09-19,wrong_size,2,3644.34,13850,981
RET-000865,2012-09-26,wrong_size,2,21042.66,13874,493
RET-000866,2012-09-16,wrong_size,1,12126.66,13892,475
RET-000867,2012-09-13,wrong_size,3,27919.51,13912,635
RET-000868,2012-09-16,late_delivery,2,7151.53,13917,964
RET-000869,2012-09-18,defective,1,9026.63,13933,676
RET-000870,2012-09-24,late_delivery,2,6639.9,13973,976
RET-000871,2012-09-10,wrong_size,4,7443.19,13975,2204
RET-000872,2012-09-13,defective,1,1590.35,13975,2205
RET-000873,2012-09-15,late_delivery,1,3533.05,13984,1203
RET-000874,2012-09-09,changed_mind,1,1351.08,14041,2250
RET-000875,2012-09-24,not_as_described,2,2936.15,14041,2251
RET-000876,2012-09-23,wrong_size,2,19908.24,14055,551
RET-000877,2012-09-25,changed_mind,2,14126.49,14060,2055
RET-000879,2012-09-12,defective,3,2988.78,14069,1014
RET-000880,2012-09-16,wrong_size,2,2708.14,14098,726
RET-000881,2012-09-13,defective,1,3593.23,14102,964
RET-000882,2012-09-18,wrong_size,1,9248.01,14115,622
RET-000883,2012-09-22,not_as_described,2,1245.34,14116,785
RET-000884,2012-09-15,changed_mind,1,7551.22,14131,954
RET-000886,2012-09-20,wrong_size,2,6141.83,14197,1017
RET-000887,2012-09-15,changed_mind,6,10639.32,14232,1061
RET-000888,2012-09-16,wrong_size,1,1731.67,14232,1062
RET-000889,2012-09-20,late_delivery,1,4484.59,14249,631
RET-000890,2012-09-28,defective,2,5809.48,14253,992
RET-000891,2012-09-20,not_as_described,1,1018.9,14283,768
RET-000892,2012-09-19,wrong_size,3,3634.63,14287,726
RET-000893,2012-09-14,wrong_size,4,3208.95,14305,757
RET-000894,2012-09-11,changed_mind,4,2961.62,14305,758
RET-000896,2012-09-25,defective,1,4231.94,14327,631
RET-000903,2012-09-20,changed_mind,1,3076.54,14439,796
RET-000905,2012-09-23,defective,2,7793.76,14468,964
RET-000906,2012-09-19,defective,1,8194.55,14491,1894
RET-000907,2012-09-26,defective,4,43566.64,14502,475
RET-000908,2012-09-11,defective,4,29483.22,14503,940
RET-000909,2012-09-26,not_as_described,1,1182.46,14530,725
RET-000910,2012-09-12,defective,2,7941.28,14590,733
RET-000911,2012-09-06,wrong_size,2,6609.55,14608,1936
RET-000912,2012-09-13,changed_mind,3,10413.76,14608,1937
RET-000915,2012-09-12,changed_mind,3,37784.0,14620,502
RET-000916,2012-09-09,wrong_size,5,17538.69,14620,964
RET-000917,2012-09-13,defective,3,1917.48,14625,786
RET-000918,2012-09-21,not_as_described,3,14826.83,14647,2332
RET-000919,2012-09-12,changed_mind,4,13965.87,14662,2380
RET-000920,2012-09-13,wrong_size,3,10917.04,14697,2380
RET-000921,2012-09-28,late_delivery,3,11310.78,14708,691
RET-000922,2012-09-15,wrong_size,4,3434.67,14714,757
RET-000923,2012-09-15,wrong_size,5,19799.26,14716,2016
RET-000924,2012-09-10,changed_mind,8,5283.54,14718,785
RET-000925,2012-09-19,wrong_size,2,3369.06,14747,1987
RET-000927,2012-09-22,changed_mind,7,73163.34,14785,646
RET-000929,2012-09-20,wrong_size,3,15084.53,14820,1144
RET-000932,2012-09-17,changed_mind,2,22060.97,14843,635
RET-000934,2012-09-15,late_delivery,1,6035.17,14906,936
RET-000935,2012-09-14,changed_mind,1,7685.96,14920,495
RET-000936,2012-09-14,changed_mind,1,10927.05,14969,445
RET-000937,2012-09-21,changed_mind,5,5455.84,14998,1000
RET-000938,2012-09-20,not_as_described,3,2087.87,15060,785
RET-000939,2012-09-15,wrong_size,1,4837.53,15064,910
RET-000940,2012-09-23,changed_mind,2,3643.23,15071,1987
RET-000941,2012-09-23,defective,1,3631.38,15085,1991
RET-000942,2012-09-09,not_as_described,3,15417.91,15085,2046
RET-000944,2012-09-17,wrong_size,3,21734.51,15109,2374
RET-000945,2012-09-19,defective,2,1232.43,15116,785
RET-000946,2012-09-14,late_delivery,5,3491.47,15116,786
RET-000947,2012-09-16,wrong_size,1,3145.99,15152,1936
RET-000949,2012-09-10,defective,4,16178.75,15232,733
RET-000950,2012-09-16,changed_mind,3,12944.07,15232,734
RET-000951,2012-09-11,defective,1,2237.65,15246,1818
RET-000952,2012-09-17,wrong_size,1,4609.67,15248,989
RET-000953,2012-09-04,wrong_size,5,8846.7,15249,2280
RET-000954,2012-09-05,late_delivery,4,13915.97,15256,1916
RET-000955,2012-09-09,not_as_described,2,1374.35,15273,785
RET-000956,2012-09-25,changed_mind,4,9822.5,15273,1818
RET-000959,2012-09-19,wrong_size,1,6638.46,15328,2055
RET-000961,2012-09-21,wrong_size,1,1472.69,15352,1095
RET-000962,2012-09-26,defective,6,7718.76,15352,1096
RET-000963,2012-09-19,not_as_described,2,12725.67,15355,915
RET-000964,2012-09-26,not_as_described,1,3510.2,15362,1065
RET-000965,2012-09-10,not_as_described,1,3469.19,15362,1066
RET-000966,2012-09-20,changed_mind,1,4529.49,15375,1001
RET-000967,2012-09-19,wrong_size,2,6640.38,15380,2277
RET-000968,2012-09-09,not_as_described,1,3571.5,15411,2056
RET-000969,2012-09-19,not_as_described,2,11540.45,15443,2070
RET-000971,2012-09-13,changed_mind,2,6059.88,15453,992
RET-000975,2012-09-25,wrong_size,4,4102.27,15470,1000
RET-000977,2012-09-11,wrong_size,2,12610.75,15521,2331
RET-000978,2012-09-16,defective,4,40134.75,15529,635
RET-000979,2012-09-26,not_as_described,1,1602.86,15531,2252
RET-000980,2012-09-26,wrong_size,1,7997.07,15547,681
RET-000981,2012-09-28,defective,2,6315.41,15554,573
RET-000982,2012-09-19,wrong_size,2,2858.54,15570,2252
RET-000985,2012-09-19,wrong_size,1,3283.67,15630,2380
RET-000986,2012-09-18,wrong_size,1,4898.47,15631,2359
RET-000987,2012-09-27,defective,2,1960.18,15632,2240
RET-000988,2012-09-20,changed_mind,3,3132.63,15632,2241
RET-000989,2012-09-24,changed_mind,2,2263.26,15636,2396
RET-000990,2012-09-23,wrong_size,3,31114.22,15655,642
RET-000991,2012-09-14,not_as_described,1,7443.23,15659,2374
RET-000992,2012-10-01,wrong_size,1,10576.34,15667,475
RET-000993,2012-09-26,wrong_size,2,14273.76,15672,2331
RET-000994,2012-09-20,wrong_size,1,8864.65,15676,400
RET-000997,2012-09-24,wrong_size,4,25540.51,15810,2331
RET-001003,2012-09-25,changed_mind,1,10878.15,15899,445
RET-001006,2012-09-22,not_as_described,4,27099.13,15932,464
RET-001007,2012-09-25,late_delivery,1,10655.73,15935,94
RET-001011,2012-09-21,wrong_size,3,15419.39,16071,910
RET-001012,2012-10-02,late_delivery,2,9844.26,16074,910
RET-001013,2012-09-24,defective,5,23110.57,16105,2353
RET-001014,2012-09-22,changed_mind,5,19965.56,16115,733
RET-001015,2012-09-22,defective,4,16789.35,16118,733
RET-001016,2012-09-23,defective,1,1580.8,16124,1058
RET-001018,2012-09-29,wrong_size,1,3403.8,16127,2388
RET-001019,2012-09-23,defective,3,1920.68,16133,785
RET-001020,2012-09-26,defective,4,2557.27,16133,786
RET-001021,2012-09-23,not_as_described,1,11515.85,16138,1041
RET-001022,2012-09-13,wrong_size,6,19577.6,16156,1065
RET-001023,2012-09-19,not_as_described,3,12818.07,16176,2352
RET-001024,2012-09-25,wrong_size,4,30937.88,16201,1139
RET-001025,2012-09-21,wrong_size,1,2916.36,16242,1116
RET-001026,2012-09-25,not_as_described,2,7275.59,16256,2270
RET-001027,2012-09-14,wrong_size,3,1941.11,16268,1974
RET-001028,2012-09-25,not_as_described,2,1230.63,16268,1975
RET-001029,2012-10-01,not_as_described,2,9985.69,16283,966
RET-001030,2012-09-21,wrong_size,6,3578.49,16284,785
RET-001031,2012-09-15,wrong_size,1,612.6,16284,786
RET-001033,2012-09-30,wrong_size,1,1180.03,16304,725
RET-001035,2012-09-25,wrong_size,1,9234.23,16413,437
RET-001036,2012-09-26,changed_mind,3,33013.82,16416,433
RET-001037,2012-09-24,wrong_size,1,11124.46,16419,499
RET-001038,2012-09-19,wrong_size,1,3437.5,16423,729
RET-001039,2012-10-05,wrong_size,5,57491.07,16436,488
RET-001041,2012-10-02,changed_mind,3,35584.53,16443,475
RET-001042,2012-09-28,late_delivery,4,13655.37,16444,976
RET-001045,2012-09-23,wrong_size,1,2226.13,16490,1182
RET-001046,2012-09-30,changed_mind,3,29204.58,16494,617
RET-001048,2012-09-24,wrong_size,1,10756.72,16527,443
RET-001049,2012-10-01,defective,2,22548.49,16528,475
RET-001050,2012-10-05,defective,6,73840.78,16547,1040
RET-001051,2012-09-28,not_as_described,3,4739.15,16599,2252
RET-001052,2012-09-29,wrong_size,1,1464.69,16599,2253
RET-001053,2012-10-06,wrong_size,1,670.89,16607,2254
RET-001054,2012-09-24,changed_mind,2,1391.26,16607,2255
RET-001055,2012-10-05,not_as_described,3,10252.32,16624,729
RET-001056,2012-09-25,late_delivery,1,3520.56,16624,730
RET-001057,2012-09-19,wrong_size,1,753.68,16627,2234
