snapshot_date,product_id,stock_on_hand,units_received,units_sold,stockout_days,days_of_supply,fill_rate,stockout_flag,overstock_flag,reorder_flag,sell_through_rate,productsproduct_id
2019-07-31,14,3,2,2,0,45.0,1.0,0,0,0,0.4,14
2019-08-31,14,3,2,2,1,45.0,0.9667,1,0,0,0.4,14
2019-09-30,14,3,3,3,0,30.0,1.0,0,0,0,0.5,14
2019-11-30,14,3,1,1,0,90.0,1.0,0,0,0,0.25,14
2020-01-31,14,3,1,1,1,90.0,0.9667,1,0,0,0.25,14
2020-02-29,14,3,3,3,1,30.0,0.9667,1,0,0,0.5,14
2020-03-31,14,3,1,1,1,90.0,0.9667,1,0,0,0.25,14
2020-04-30,14,3,1,1,2,90.0,0.9333,1,0,0,0.25,14
2020-09-30,14,3,1,1,1,90.0,0.9667,1,0,0,0.25,14
2021-04-30,14,3,1,1,1,90.0,0.9667,1,0,0,0.25,14
2021-05-31,14,3,2,2,1,45.0,0.9667,1,0,0,0.4,14
2021-06-30,14,3,1,1,0,90.0,1.0,0,0,0,0.25,14
2021-03-31,15,3,1,1,2,90.0,0.9333,1,0,0,0.25,15
2021-05-31,15,3,1,1,0,90.0,1.0,0,0,0,0.25,15
2021-06-30,15,3,4,4,1,22.5,0.9667,1,0,0,0.5714,15
2021-07-31,15,4,5,4,1,30.0,0.9667,1,0,0,0.5,15
2021-08-31,15,4,4,4,1,30.0,0.9667,1,0,0,0.5,15
2021-09-30,15,4,4,4,0,30.0,1.0,0,0,0,0.5,15
2021-12-31,15,4,2,2,2,60.0,0.9333,1,0,0,0.3333,15
2022-02-28,15,4,1,1,1,120.0,0.9667,1,1,0,0.2,15
2018-11-30,17,3,1,1,1,90.0,0.9667,1,0,0,0.25,17
2019-01-31,17,3,1,1,1,90.0,0.9667,1,0,0,0.25,17
2019-02-28,17,3,1,1,2,90.0,0.9333,1,0,0,0.25,17
2019-03-31,17,5,10,8,5,18.8,0.8333,1,0,0,0.6154,17
2019-04-30,17,7,12,10,5,21.0,0.8333,1,0,0,0.5882,17
2019-05-31,17,8,9,8,1,30.0,0.9667,1,0,0,0.5,17
2019-06-30,17,8,4,4,2,60.0,0.9333,1,0,0,0.3333,17
2019-07-31,17,10,10,8,2,37.5,0.9333,1,0,0,0.4444,17
2019-08-31,17,12,11,9,1,40.0,0.9667,1,0,0,0.4286,17
2019-10-31,17,12,3,3,1,120.0,0.9667,1,1,0,0.2,17
2019-11-30,17,12,1,1,2,360.0,0.9333,1,1,0,0.0769,17
2019-12-31,17,12,1,1,2,360.0,0.9333,1,1,0,0.0769,17
2020-01-31,17,12,1,1,1,360.0,0.9667,1,1,0,0.0769,17
2020-02-29,17,13,6,5,1,78.0,0.9667,1,0,0,0.2778,17
2020-03-31,17,13,2,2,2,195.0,0.9333,1,1,0,0.1333,17
2020-04-30,17,13,2,2,0,195.0,1.0,0,1,0,0.1333,17
2020-05-31,17,14,8,7,2,60.0,0.9333,1,0,0,0.3333,17
2020-06-30,17,14,4,4,1,105.0,0.9667,1,1,0,0.2222,17
2020-07-31,17,14,4,4,1,105.0,0.9667,1,1,0,0.2222,17
2020-08-31,17,15,6,5,0,90.0,1.0,0,0,0,0.25,17
2020-09-30,17,15,1,1,2,450.0,0.9333,1,1,0,0.0625,17
2020-10-31,17,15,1,1,2,450.0,0.9333,1,1,0,0.0625,17
2020-11-30,17,15,2,2,1,225.0,0.9667,1,1,0,0.1176,17
2021-01-31,17,15,2,2,0,225.0,1.0,0,1,0,0.1176,17
2021-02-28,17,15,4,4,2,112.5,0.9333,1,1,0,0.2105,17
2021-03-31,17,17,10,8,2,63.8,0.9333,1,0,0,0.32,17
2021-04-30,17,18,7,6,0,90.0,1.0,0,0,0,0.25,17
2021-05-31,17,18,5,5,1,108.0,0.9667,1,1,0,0.2174,17
2021-06-30,17,19,7,6,1,95.0,0.9667,1,1,0,0.24,17
2021-07-31,17,20,9,8,1,75.0,0.9667,1,0,0,0.2857,17
2021-08-31,17,20,4,4,0,150.0,1.0,0,1,0,0.1667,17
2021-09-30,17,20,2,2,1,300.0,0.9667,1,1,0,0.0909,17
2021-10-31,17,20,1,1,0,600.0,1.0,0,1,0,0.0476,17
2021-11-30,17,20,3,3,0,200.0,1.0,0,1,0,0.1304,17
2021-12-31,17,20,2,2,1,300.0,0.9667,1,1,0,0.0909,17
2022-01-31,17,21,8,7,2,90.0,0.9333,1,0,0,0.25,17
2022-02-28,17,21,5,5,1,126.0,0.9667,1,1,0,0.1923,17
2022-03-31,17,21,5,5,0,126.0,1.0,0,1,0,0.1923,17
2022-04-30,17,22,17,16,0,41.2,1.0,0,0,0,0.4211,17
2022-05-31,17,24,14,12,0,60.0,1.0,0,0,0,0.3333,17
2022-06-30,17,25,11,10,1,75.0,0.9667,1,0,0,0.2857,17
2022-07-31,17,26,6,5,2,156.0,0.9333,1,1,0,0.1613,17
2022-08-31,17,27,13,12,2,67.5,0.9333,1,0,0,0.3077,17
2022-09-30,17,28,7,6,1,140.0,0.9667,1,1,0,0.1765,17
2022-10-31,17,28,3,3,2,280.0,0.9333,1,1,0,0.0968,17
2022-11-30,17,28,2,2,0,420.0,1.0,0,1,0,0.0667,17
2022-12-31,17,28,4,4,0,210.0,1.0,0,1,0,0.125,17
2022-12-31,18,3,1,1,2,90.0,0.9333,1,0,0,0.25,18
2022-10-31,19,9,3,3,0,90.0,1.0,0,0,0,0.25,19
2022-11-30,19,9,1,1,2,270.0,0.9333,1,1,0,0.1,19
2022-12-31,19,9,3,3,0,90.0,1.0,0,0,0,0.25,19
2017-05-31,20,3,1,1,1,90.0,0.9667,1,0,0,0.25,20
2017-07-31,20,3,1,1,2,90.0,0.9333,1,0,0,0.25,20
2017-08-31,20,3,1,1,0,90.0,1.0,0,0,0,0.25,20
2018-01-31,20,3,1,1,2,90.0,0.9333,1,0,0,0.25,20
2018-09-30,21,3,1,1,2,90.0,0.9333,1,0,0,0.25,21
2018-10-31,21,3,3,3,2,30.0,0.9333,1,0,0,0.5,21
2018-11-30,21,3,3,3,0,30.0,1.0,0,0,0,0.5,21
2018-12-31,21,3,1,1,2,90.0,0.9333,1,0,0,0.25,21
2019-01-31,21,3,2,2,0,45.0,1.0,0,0,0,0.4,21
2019-02-28,21,3,1,1,2,90.0,0.9333,1,0,0,0.25,21
2019-03-31,21,3,3,3,2,30.0,0.9333,1,0,0,0.5,21
2019-08-31,21,3,2,2,2,45.0,0.9333,1,0,0,0.4,21
2019-09-30,21,3,1,1,0,90.0,1.0,0,0,0,0.25,21
2019-10-31,21,3,1,1,0,90.0,1.0,0,0,0,0.25,21
2019-11-30,21,3,1,1,0,90.0,1.0,0,0,0,0.25,21
2019-12-31,21,3,2,2,1,45.0,0.9667,1,0,0,0.4,21
2020-01-31,21,3,1,1,1,90.0,0.9667,1,0,0,0.25,21
2020-02-29,21,3,2,2,0,45.0,1.0,0,0,0,0.4,21
2020-03-31,21,4,6,5,2,24.0,0.9333,1,0,0,0.5556,21
2020-04-30,21,4,1,1,0,120.0,1.0,0,1,0,0.2,21
2020-05-31,21,4,3,3,2,40.0,0.9333,1,0,0,0.4286,21
2020-06-30,21,4,1,1,1,120.0,0.9667,1,1,0,0.2,21
2020-09-30,21,4,2,2,2,60.0,0.9333,1,0,0,0.3333,21
2020-10-31,21,5,5,4,0,37.5,1.0,0,0,0,0.4444,21
2020-11-30,21,5,1,1,2,150.0,0.9333,1,1,0,0.1667,21
2020-12-31,21,5,3,3,2,50.0,0.9333,1,0,0,0.375,21
2021-01-31,21,5,1,1,2,150.0,0.9333,1,1,0,0.1667,21
2021-02-28,21,5,2,2,0,75.0,1.0,0,0,0,0.2857,21
2021-03-31,21,5,3,3,0,50.0,1.0,0,0,0,0.375,21
2021-04-30,21,5,4,4,0,37.5,1.0,0,0,0,0.4444,21
2021-06-30,21,5,1,1,2,150.0,0.9333,1,1,0,0.1667,21
2021-08-31,21,5,2,2,0,75.0,1.0,0,0,0,0.2857,21
2021-01-31,22,3,1,1,1,90.0,0.9667,1,0,0,0.25,22
2021-02-28,22,3,1,1,2,90.0,0.9333,1,0,0,0.25,22
2021-04-30,22,3,2,2,0,45.0,1.0,0,0,0,0.4,22
2017-02-28,23,3,1,1,0,90.0,1.0,0,0,0,0.25,23
2017-03-31,23,3,2,2,1,45.0,0.9667,1,0,0,0.4,23
2017-06-30,23,3,2,2,1,45.0,0.9667,1,0,0,0.4,23
2017-08-31,23,3,3,3,1,30.0,0.9667,1,0,0,0.5,23
2017-09-30,23,3,3,3,2,30.0,0.9333,1,0,0,0.5,23
2017-10-31,23,3,4,4,1,22.5,0.9667,1,0,0,0.5714,23
2017-11-30,23,5,14,12,9,12.5,0.7,1,0,0,0.7059,23
2017-12-31,23,6,11,10,5,18.0,0.8333,1,0,0,0.625,23
2018-01-31,23,6,1,1,2,180.0,0.9333,1,1,0,0.1429,23
2018-05-31,23,6,1,1,0,180.0,1.0,0,1,0,0.1429,23
2014-04-30,26,21,7,7,1,90.0,0.9667,1,0,0,0.25,26
2014-05-31,26,25,24,20,2,37.5,0.9333,1,0,0,0.4444,26
2014-06-30,26,27,28,26,1,31.2,0.9667,1,0,0,0.4906,26
2014-07-31,26,31,24,20,1,46.5,0.9667,1,0,0,0.3922,26
2014-08-31,26,36,24,19,0,56.8,1.0,0,0,0,0.3455,26
2014-09-30,26,37,14,13,0,85.4,1.0,0,0,0,0.26,26
2014-10-31,26,37,4,4,2,277.5,0.9333,1,1,0,0.0976,26
2014-11-30,26,38,12,11,2,103.6,0.9333,1,1,0,0.2245,26
2014-12-31,26,43,31,26,0,49.6,1.0,0,0,0,0.3768,26
2015-01-31,26,44,14,13,0,101.5,1.0,0,1,0,0.2281,26
2015-02-28,26,47,22,19,2,74.2,0.9333,1,0,0,0.2879,26
2015-03-31,26,50,17,14,1,107.1,0.9667,1,1,0,0.2188,26
2015-04-30,26,55,26,21,2,78.6,0.9333,1,0,0,0.2763,26
2015-05-31,26,61,30,24,1,76.2,0.9667,1,0,0,0.2824,26
2015-06-30,26,67,29,23,0,87.4,1.0,0,0,0,0.2556,26
2015-07-31,26,70,26,23,0,91.3,1.0,0,1,0,0.2473,26
2015-08-31,26,74,24,20,1,111.0,0.9667,1,1,0,0.2128,26
2015-09-30,26,77,32,29,1,79.7,0.9667,1,0,0,0.2736,26
2015-10-31,26,79,23,21,0,112.9,1.0,0,1,0,0.21,26
2015-11-30,26,81,15,13,2,186.9,0.9333,1,1,0,0.1383,26
2015-12-31,26,83,16,14,2,177.9,0.9333,1,1,0,0.1443,26
2016-01-31,26,87,24,20,2,130.5,0.9333,1,1,0,0.1869,26
2016-02-29,26,88,8,7,0,377.1,1.0,0,1,0,0.0737,26
2016-03-31,26,90,20,18,1,150.0,0.9667,1,1,0,0.1667,26
2016-04-30,26,93,28,25,2,111.6,0.9333,1,1,0,0.2119,26
2016-05-31,26,96,22,19,1,151.6,0.9667,1,1,0,0.1652,26
2016-06-30,26,98,23,21,1,140.0,0.9667,1,1,0,0.1765,26
2016-07-31,26,101,15,12,2,252.5,0.9333,1,1,0,0.1062,26
2016-08-31,26,104,20,17,0,183.5,1.0,0,1,0,0.1405,26
2016-09-30,26,106,11,9,1,353.3,0.9667,1,1,0,0.0783,26
2016-10-31,26,108,14,12,2,270.0,0.9333,1,1,0,0.1,26
2016-11-30,26,110,12,10,2,330.0,0.9333,1,1,0,0.0833,26
2016-12-31,26,113,17,14,1,242.1,0.9667,1,1,0,0.1102,26
2017-01-31,26,115,10,8,0,431.2,1.0,0,1,0,0.065,26
2017-02-28,26,115,4,4,1,862.5,0.9667,1,1,0,0.0336,26
2017-03-31,26,116,12,11,0,316.4,1.0,0,1,0,0.0866,26
2017-04-30,26,122,39,33,2,110.9,0.9333,1,1,0,0.2129,26
2017-05-31,26,126,22,18,2,210.0,0.9333,1,1,0,0.125,26
2017-06-30,26,130,29,25,1,156.0,0.9667,1,1,0,0.1613,26
2017-07-31,26,132,16,14,1,282.9,0.9667,1,1,0,0.0959,26
2017-08-31,26,136,20,16,0,255.0,1.0,0,1,0,0.1053,26
2017-09-30,26,137,10,9,0,456.7,1.0,0,1,0,0.0616,26
2017-10-31,26,141,20,16,2,264.4,0.9333,1,1,0,0.1019,26
2017-11-30,26,141,5,5,2,846.0,0.9333,1,1,0,0.0342,26
2017-12-31,26,141,8,8,1,528.8,0.9667,1,1,0,0.0537,26
2018-01-31,26,141,3,3,0,1410.0,1.0,0,1,0,0.0208,26
2018-02-28,26,142,8,7,0,608.6,1.0,0,1,0,0.047,26
2018-03-31,26,145,20,17,1,255.9,0.9667,1,1,0,0.1049,26
2018-04-30,26,147,22,20,1,220.5,0.9667,1,1,0,0.1198,26
2018-05-31,26,150,25,22,1,204.5,0.9667,1,1,0,0.1279,26
2018-06-30,26,156,35,29,0,161.4,1.0,0,1,0,0.1568,26
2018-07-31,26,158,19,17,1,278.8,0.9667,1,1,0,0.0971,26
2018-08-31,26,163,33,28,0,174.6,1.0,0,1,0,0.1466,26
2018-09-30,26,164,14,13,2,378.5,0.9333,1,1,0,0.0734,26
2018-10-31,26,166,12,10,0,498.0,1.0,0,1,0,0.0568,26
2018-11-30,26,167,7,6,0,835.0,1.0,0,1,0,0.0347,26
2018-12-31,26,169,10,8,2,633.8,0.9333,1,1,0,0.0452,26
2019-01-31,26,171,12,10,1,513.0,0.9667,1,1,0,0.0552,26
2019-02-28,26,171,2,2,0,2565.0,1.0,0,1,0,0.0116,26
2019-03-31,26,171,8,8,1,641.2,0.9667,1,1,0,0.0447,26
2019-04-30,26,177,29,23,0,230.9,1.0,0,1,0,0.115,26
2019-05-31,26,179,12,10,0,537.0,1.0,0,1,0,0.0529,26
2019-06-30,26,180,6,5,2,1080.0,0.9333,1,1,0,0.027,26
2019-07-31,26,184,22,18,0,306.7,1.0,0,1,0,0.0891,26
2019-08-31,26,188,24,20,0,282.0,1.0,0,1,0,0.0962,26
2019-09-30,26,189,9,8,2,708.8,0.9333,1,1,0,0.0406,26
2019-10-31,26,190,9,8,2,712.5,0.9333,1,1,0,0.0404,26
2019-11-30,26,190,2,2,2,2850.0,0.9333,1,1,0,0.0104,26
2019-12-31,26,191,9,8,0,716.2,1.0,0,1,0,0.0402,26
2020-01-31,26,192,7,6,0,960.0,1.0,0,1,0,0.0303,26
2020-02-29,26,193,8,7,1,827.1,0.9667,1,1,0,0.035,26
2020-03-31,26,195,12,10,2,585.0,0.9333,1,1,0,0.0488,26
2020-04-30,26,196,13,12,0,490.0,1.0,0,1,0,0.0577,26
2020-05-31,26,199,23,20,2,298.5,0.9333,1,1,0,0.0913,26
2020-06-30,26,203,20,16,2,380.6,0.9333,1,1,0,0.0731,26
2020-07-31,26,205,17,15,2,410.0,0.9333,1,1,0,0.0682,26
2020-08-31,26,207,11,9,0,690.0,1.0,0,1,0,0.0417,26
2020-09-30,26,209,12,10,2,627.0,0.9333,1,1,0,0.0457,26
2020-10-31,26,210,12,11,0,572.7,1.0,0,1,0,0.0498,26
2020-11-30,26,211,11,10,2,633.0,0.9333,1,1,0,0.0452,26
2020-12-31,26,211,3,3,0,2110.0,1.0,0,1,0,0.014,26
2021-01-31,26,211,3,3,1,2110.0,0.9667,1,1,0,0.014,26
2021-02-28,26,212,7,6,1,1060.0,0.9667,1,1,0,0.0275,26
2021-03-31,26,213,7,6,1,1065.0,0.9667,1,1,0,0.0274,26
2021-04-30,26,215,12,10,1,645.0,0.9667,1,1,0,0.0444,26
2021-05-31,26,216,9,8,0,810.0,1.0,0,1,0,0.0357,26
2021-06-30,26,217,16,15,0,434.0,1.0,0,1,0,0.0647,26
2021-07-31,26,219,13,11,0,597.3,1.0,0,1,0,0.0478,26
2021-08-31,26,221,14,12,2,552.5,0.9333,1,1,0,0.0515,26
2021-09-30,26,222,8,7,0,951.4,1.0,0,1,0,0.0306,26
2021-10-31,26,223,13,12,1,557.5,0.9667,1,1,0,0.0511,26
2021-11-30,26,223,4,4,2,1672.5,0.9333,1,1,0,0.0176,26
2021-12-31,26,225,10,8,0,843.8,1.0,0,1,0,0.0343,26
2022-01-31,26,227,10,8,0,851.2,1.0,0,1,0,0.034,26
2022-02-28,26,228,8,7,2,977.1,0.9333,1,1,0,0.0298,26
2022-03-31,26,228,6,6,1,1140.0,0.9667,1,1,0,0.0256,26
2022-04-30,26,228,7,7,0,977.1,1.0,0,1,0,0.0298,26
2022-05-31,26,231,16,13,2,533.1,0.9333,1,1,0,0.0533,26
2022-06-30,26,233,15,13,2,537.7,0.9333,1,1,0,0.0528,26
2022-07-31,26,235,19,17,0,414.7,1.0,0,1,0,0.0675,26
2022-08-31,26,236,14,13,1,544.6,0.9667,1,1,0,0.0522,26
2022-09-30,26,237,8,7,0,1015.7,1.0,0,1,0,0.0287,26
2022-10-31,26,239,13,11,0,651.8,1.0,0,1,0,0.044,26
2022-11-30,26,239,6,6,0,1195.0,1.0,0,1,0,0.0245,26
2022-12-31,26,240,11,10,2,720.0,0.9333,1,1,0,0.04,26
2019-02-28,27,9,3,3,1,90.0,0.9667,1,0,0,0.25,27
2019-04-30,27,9,3,3,1,90.0,0.9667,1,0,0,0.25,27
2019-05-31,27,9,1,1,0,270.0,1.0,0,1,0,0.1,27
2019-07-31,27,9,2,2,2,135.0,0.9333,1,1,0,0.1818,27
2019-08-31,27,9,2,2,0,135.0,1.0,0,1,0,0.1818,27
2019-09-30,27,9,1,1,0,270.0,1.0,0,1,0,0.1,27
2020-05-31,27,9,1,1,1,270.0,0.9667,1,1,0,0.1,27
2020-07-31,27,9,1,1,0,270.0,1.0,0,1,0,0.1,27
2020-08-31,27,9,1,1,2,270.0,0.9333,1,1,0,0.1,27
2020-09-30,27,9,2,2,2,135.0,0.9333,1,1,0,0.1818,27
2020-10-31,27,9,2,2,2,135.0,0.9333,1,1,0,0.1818,27
2021-03-31,27,9,4,4,0,67.5,1.0,0,0,0,0.3077,27
2021-04-30,27,9,2,2,2,135.0,0.9333,1,1,0,0.1818,27
2021-08-31,27,9,2,2,0,135.0,1.0,0,1,0,0.1818,27
2021-09-30,27,9,1,1,0,270.0,1.0,0,1,0,0.1,27
2016-10-31,28,9,3,3,2,90.0,0.9333,1,0,0,0.25,28
2016-11-30,28,9,2,2,2,135.0,0.9333,1,1,0,0.1818,28
2016-12-31,28,9,1,1,0,270.0,1.0,0,1,0,0.1,28
2017-01-31,28,9,3,3,1,90.0,0.9667,1,0,0,0.25,28
2017-02-28,28,9,3,3,0,90.0,1.0,0,0,0,0.25,28
2017-04-30,28,9,1,1,1,270.0,0.9667,1,1,0,0.1,28
2022-08-31,29,9,3,3,1,90.0,0.9667,1,0,0,0.25,29
2022-09-30,29,9,4,4,1,67.5,0.9667,1,0,0,0.3077,29
2022-10-31,29,9,1,1,2,270.0,0.9333,1,1,0,0.1,29
2022-11-30,29,9,2,2,0,135.0,1.0,0,1,0,0.1818,29
2022-12-31,29,9,2,2,1,135.0,0.9667,1,1,0,0.1818,29
2012-12-31,30,6,2,2,2,90.0,0.9333,1,0,0,0.25,30
2012-07-31,31,18,6,6,2,90.0,0.9333,1,0,0,0.25,31
2012-08-31,31,21,15,12,0,52.5,1.0,0,0,0,0.3636,31
2012-09-30,31,22,7,6,0,110.0,1.0,0,1,0,0.2143,31
2012-10-31,31,23,9,8,0,86.2,1.0,0,0,0,0.2581,31
2012-11-30,31,24,9,8,2,90.0,0.9333,1,0,0,0.25,31
2012-12-31,31,25,5,4,1,187.5,0.9667,1,1,0,0.1379,31
2013-01-31,31,26,11,10,1,78.0,0.9667,1,0,0,0.2778,31
2013-02-28,31,26,8,8,1,97.5,0.9667,1,1,0,0.2353,31
2013-03-31,31,27,7,6,0,135.0,1.0,0,1,0,0.1818,31
2013-04-30,31,27,9,9,1,90.0,0.9667,1,0,0,0.25,31
2013-05-31,31,30,18,15,1,60.0,0.9667,1,0,0,0.3333,31
2013-06-30,31,30,5,5,1,180.0,0.9667,1,1,0,0.1429,31
2013-07-31,31,32,10,8,1,120.0,0.9667,1,1,0,0.2,31
2013-08-31,31,33,8,7,1,141.4,0.9667,1,1,0,0.175,31
2013-09-30,31,35,11,9,2,116.7,0.9333,1,1,0,0.2045,31
2013-10-31,31,39,19,15,0,78.0,1.0,0,0,0,0.2778,31
2013-11-30,31,39,4,4,2,292.5,0.9333,1,1,0,0.093,31
2013-12-31,31,39,5,5,0,234.0,1.0,0,1,0,0.1136,31
2014-01-31,31,40,5,4,1,300.0,0.9667,1,1,0,0.0909,31
2014-02-28,31,40,3,3,0,400.0,1.0,0,1,0,0.0698,31
2014-03-31,31,40,3,3,2,400.0,0.9333,1,1,0,0.0698,31
2014-04-30,31,42,10,8,1,157.5,0.9667,1,1,0,0.16,31
2014-05-31,31,44,13,11,2,120.0,0.9333,1,1,0,0.2,31
2014-06-30,31,45,6,5,0,270.0,1.0,0,1,0,0.1,31
2014-07-31,31,45,5,5,0,270.0,1.0,0,1,0,0.1,31
2014-08-31,31,45,2,2,2,675.0,0.9333,1,1,0,0.0426,31
2015-10-31,31,45,1,1,2,1350.0,0.9333,1,1,0,0.0217,31
2015-11-30,31,45,1,1,2,1350.0,0.9333,1,1,0,0.0217,31
2022-08-31,35,3,1,1,2,90.0,0.9333,1,0,0,0.25,35
2012-07-31,36,24,8,8,0,90.0,1.0,0,0,0,0.25,36
2012-08-31,36,27,19,16,1,50.6,0.9667,1,0,0,0.3721,36
2012-09-30,36,28,6,5,2,168.0,0.9333,1,1,0,0.1515,36
2012-10-31,36,29,8,7,2,124.3,0.9333,1,1,0,0.1944,36
2012-11-30,36,29,3,3,2,290.0,0.9333,1,1,0,0.0938,36
2012-12-31,36,34,28,23,2,44.3,0.9333,1,0,0,0.4035,36
2013-01-31,36,38,23,19,0,60.0,1.0,0,0,0,0.3333,36
2013-02-28,36,43,25,20,0,64.5,1.0,0,0,0,0.3175,36
2013-03-31,36,47,23,19,1,74.2,0.9667,1,0,0,0.2879,36
2013-04-30,36,49,18,16,0,91.9,1.0,0,1,0,0.2462,36
2013-05-31,36,51,16,14,0,109.3,1.0,0,1,0,0.2154,36
2013-06-30,36,56,26,21,1,80.0,0.9667,1,0,0,0.2727,36
2013-07-31,36,59,17,14,2,126.4,0.9333,1,1,0,0.1918,36
2013-08-31,36,61,18,16,1,114.4,0.9667,1,1,0,0.2078,36
2013-09-30,36,64,16,13,1,147.7,0.9667,1,1,0,0.1688,36
2013-10-31,36,66,17,15,2,132.0,0.9333,1,1,0,0.1852,36
2013-11-30,36,66,3,3,1,660.0,0.9667,1,1,0,0.0435,36
2013-12-31,36,68,11,9,1,226.7,0.9667,1,1,0,0.1169,36
2014-01-31,36,70,12,10,2,210.0,0.9333,1,1,0,0.125,36
2014-02-28,36,70,3,3,1,700.0,0.9667,1,1,0,0.0411,36
2014-03-31,36,71,9,8,2,266.2,0.9333,1,1,0,0.1013,36
2014-04-30,36,74,18,15,0,148.0,1.0,0,1,0,0.1685,36
2014-05-31,36,75,9,8,0,281.2,1.0,0,1,0,0.0964,36
2014-06-30,36,76,10,9,2,253.3,0.9333,1,1,0,0.1059,36
2014-07-31,36,77,6,5,2,462.0,0.9333,1,1,0,0.061,36
2014-08-31,36,78,7,6,1,390.0,0.9667,1,1,0,0.0714,36
2014-09-30,36,80,11,9,1,266.7,0.9667,1,1,0,0.1011,36
2014-10-31,36,80,2,2,2,1200.0,0.9333,1,1,0,0.0244,36
2014-11-30,36,81,6,5,0,486.0,1.0,0,1,0,0.0581,36
2014-12-31,36,82,7,6,0,410.0,1.0,0,1,0,0.0682,36
2015-01-31,36,82,1,1,0,2460.0,1.0,0,1,0,0.012,36
2015-02-28,36,82,1,1,0,2460.0,1.0,0,1,0,0.012,36
2015-03-31,36,82,2,2,2,1230.0,0.9333,1,1,0,0.0238,36
2015-04-30,36,82,4,4,0,615.0,1.0,0,1,0,0.0465,36
2015-05-31,36,82,2,2,2,1230.0,0.9333,1,1,0,0.0238,36
2015-06-30,36,82,1,1,1,2460.0,0.9667,1,1,0,0.012,36
2015-07-31,36,82,3,3,2,820.0,0.9333,1,1,0,0.0353,36
2015-08-31,36,82,2,2,1,1230.0,0.9667,1,1,0,0.0238,36
2015-09-30,36,83,6,5,0,498.0,1.0,0,1,0,0.0568,36
2015-10-31,36,84,9,8,2,315.0,0.9333,1,1,0,0.087,36
2015-11-30,36,84,3,3,1,840.0,0.9667,1,1,0,0.0345,36
2015-12-31,36,84,2,2,2,1260.0,0.9333,1,1,0,0.0233,36
2016-01-31,36,84,2,2,2,1260.0,0.9333,1,1,0,0.0233,36
2016-02-29,36,84,3,3,2,840.0,0.9333,1,1,0,0.0345,36
2016-03-31,36,87,14,11,0,237.3,1.0,0,1,0,0.1122,36
2016-04-30,36,87,3,3,1,870.0,0.9667,1,1,0,0.0333,36
2016-05-31,36,88,10,9,1,293.3,0.9667,1,1,0,0.0928,36
2016-06-30,36,90,9,7,1,385.7,0.9667,1,1,0,0.0722,36
2016-07-31,36,90,5,5,1,540.0,0.9667,1,1,0,0.0526,36
2016-08-31,36,90,4,4,1,675.0,0.9667,1,1,0,0.0426,36
2016-12-31,36,90,1,1,2,2700.0,0.9333,1,1,0,0.011,36
2022-09-30,37,3,1,1,2,90.0,0.9333,1,0,0,0.25,37
2017-03-31,38,6,2,2,1,90.0,0.9667,1,0,0,0.25,38
2017-04-30,38,6,2,2,2,90.0,0.9333,1,0,0,0.25,38
2017-05-31,38,6,2,2,0,90.0,1.0,0,0,0,0.25,38
2017-06-30,38,6,3,3,0,60.0,1.0,0,0,0,0.3333,38
2017-08-31,38,6,2,2,1,90.0,0.9667,1,0,0,0.25,38
2017-09-30,38,6,3,3,0,60.0,1.0,0,0,0,0.3333,38
2017-10-31,38,6,3,3,1,60.0,0.9667,1,0,0,0.3333,38
2017-11-30,38,6,2,2,2,90.0,0.9333,1,0,0,0.25,38
2017-12-31,38,9,15,12,6,22.5,0.8,1,0,0,0.5714,38
2018-01-31,38,9,5,5,1,54.0,0.9667,1,0,0,0.3571,38
2018-03-31,38,9,1,1,0,270.0,1.0,0,1,0,0.1,38
2018-04-30,38,9,2,2,2,135.0,0.9333,1,1,0,0.1818,38
2018-05-31,38,9,1,1,2,270.0,0.9333,1,1,0,0.1,38
2018-06-30,38,9,2,2,2,135.0,0.9333,1,1,0,0.1818,38
2018-07-31,38,9,2,2,2,135.0,0.9333,1,1,0,0.1818,38
2018-08-31,38,9,3,3,0,90.0,1.0,0,0,0,0.25,38
2018-09-30,38,9,1,1,1,270.0,0.9667,1,1,0,0.1,38
2018-10-31,38,9,2,2,0,135.0,1.0,0,1,0,0.1818,38
2018-11-30,38,9,1,1,2,270.0,0.9333,1,1,0,0.1,38
2018-12-31,38,10,7,6,2,50.0,0.9333,1,0,0,0.375,38
2019-09-30,38,10,3,3,1,100.0,0.9667,1,1,0,0.2308,38
2020-03-31,38,10,1,1,2,300.0,0.9333,1,1,0,0.0909,38
2021-06-30,38,10,1,1,2,300.0,0.9333,1,1,0,0.0909,38
2015-10-31,40,9,3,3,2,90.0,0.9333,1,0,0,0.25,40
2015-11-30,40,9,4,4,1,67.5,0.9667,1,0,0,0.3077,40
2015-12-31,40,9,3,3,0,90.0,1.0,0,0,0,0.25,40
2016-01-31,40,9,1,1,1,270.0,0.9667,1,1,0,0.1,40
2016-03-31,40,9,1,1,0,270.0,1.0,0,1,0,0.1,40
2016-05-31,40,9,1,1,0,270.0,1.0,0,1,0,0.1,40
2016-08-31,40,9,1,1,1,270.0,0.9667,1,1,0,0.1,40
2016-10-31,40,9,3,3,1,90.0,0.9667,1,0,0,0.25,40
2016-12-31,40,9,1,1,1,270.0,0.9667,1,1,0,0.1,40
2017-01-31,40,9,1,1,1,270.0,0.9667,1,1,0,0.1,40
